"indef_um","indef_m","lemma","lemmafreq","syllable_count","analysis","pos","cv_skeleton","base","stem","freq_m","freq_um","verb_transitive","lemma2","verb_stem_varies","log_freq_m","log_freq_um","log_freq_lemma","odds_m","log_odds_m","verb_odik","verb_lik","verb_zik","c.log_freq_lemma","outlier"
"bezárkózok","bezárkózom","bezárkózik",1808,4,"VERB<PERS<1>>","VERB","cvcvccvcvc","bezárkózo","bezárkóz",44,2,FALSE,"bezárkóz","FALSE",3.78418963391826,0.693147180559945,7.49997654095212,22,3.09104245335832,"FALSE","FALSE","TRUE",0.103330924900811,FALSE
"bíbelődök","bíbelődöm","bíbelődik",1045,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","bíbelődö","bíbelőd",27,9,FALSE,"bíbelőd","FALSE",3.29583686600433,2.19722457733622,6.95177216439891,3,1.09861228866811,"TRUE","FALSE","FALSE",-0.444873451652399,FALSE
"bicajozok","bicajozom","bicajozik",219,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","bicajozo","bicajoz",4,2,TRUE,"bicajoz","FALSE",1.38629436111989,0.693147180559945,5.3890717298165,2,0.693147180559945,"FALSE","FALSE","TRUE",-2.00757388623481,FALSE
"biciklizek","biciklizem","biciklizik",2615,4,"VERB<PERS<1>>","VERB","cvcvccvcvc","biciklize","bicikliz",40,47,FALSE,"bicikliz","FALSE",3.68887945411394,3.85014760171006,7.86901937649902,0.851063829787234,-0.161268147596122,"FALSE","FALSE","TRUE",0.472373760447712,FALSE
"biliárdozok","biliárdozom","biliárdozik",346,5,"VERB<PERS<1>>","VERB","cvcvvccvcvc","biliárdozo","biliárdoz",3,3,FALSE,"biliárdoz","FALSE",1.09861228866811,1.09861228866811,5.84643877505772,1,0,"FALSE","FALSE","TRUE",-1.55020684099359,FALSE
"birkózok","birkózom","birkózik",3092,3,"VERB<PERS<1>>","VERB","cvccvcvc","birkózo","birkóz",38,5,TRUE,"birkóz","FALSE",3.63758615972639,1.6094379124341,8.03657340970731,7.6,2.02814824729229,"FALSE","FALSE","TRUE",0.639927793656001,FALSE
"bizakodok","bizakodom","bizakodik",4198,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","bizakodo","bizakod",156,13,FALSE,"bizakod","FALSE",5.04985600724954,2.56494935746154,8.34236350038058,12,2.484906649788,"TRUE","FALSE","FALSE",0.945717884329268,FALSE
"bizonytalankodok","bizonytalankodom","bizonytalankodik",919,6,"VERB<PERS<1>>","VERB","cvcvccvcvccvcvc","bizonytalankodo","bizonytalankod",17,3,FALSE,"bizonytalankod","FALSE",2.83321334405622,1.09861228866811,6.82328612235569,5.66666666666667,1.73460105538811,"TRUE","FALSE","FALSE",-0.573359493695624,FALSE
"bizonytalanodok","bizonytalanodom","bizonytalanodik",223,6,"VERB<PERS<1>>","VERB","cvcvccvcvcvcvc","bizonytalanodo","bizonytalanod",5,1,TRUE,"bizonytalanod","FALSE",1.6094379124341,0,5.40717177146012,5,1.6094379124341,"TRUE","FALSE","FALSE",-1.98947384459119,FALSE
"bocsátkozok","bocsátkozom","bocsátkozik",2492,4,"VERB<PERS<1>>","VERB","cvcvccvcvc","bocsátkozo","bocsátkoz",94,3,FALSE,"bocsátkoz","FALSE",4.54329478227,1.09861228866811,7.82084087990734,31.3333333333333,3.44468249360189,"FALSE","FALSE","TRUE",0.424195263856033,FALSE
"bohóckodok","bohóckodom","bohóckodik",466,4,"VERB<PERS<1>>","VERB","cvcvccvcvc","bohóckodo","bohóckod",16,15,FALSE,"bohóckod","FALSE",2.77258872223978,2.70805020110221,6.14418563412565,1.06666666666667,0.0645385211375712,"TRUE","FALSE","FALSE",-1.25245998192567,FALSE
"bóklászok","bóklászom","bóklászik",849,3,"VERB<PERS<1>>","VERB","cvccvcvc","bóklászo","bóklász",17,9,FALSE,"bóklász","FALSE",2.83321334405622,2.19722457733622,6.74405918631135,1.88888888888889,0.635988766719997,"FALSE","FALSE","FALSE",-0.652586429739963,FALSE
"bölcselkedek","bölcselkedem","bölcselkedik",407,4,"VERB<PERS<1>>","VERB","cvccvccvcvc","bölcselkede","bölcselked",3,2,FALSE,"bölcselked","FALSE",1.09861228866811,0.693147180559945,6.00881318544259,1.5,0.405465108108164,"FALSE","FALSE","FALSE",-1.38783243060872,FALSE
"böngészek","böngészem","böngészik",34258,3,"VERB<PERS<1>>","VERB","cvccvcvc","böngésze","böngész",13,20,TRUE,"böngész","TRUE",2.56494935746154,2.99573227355399,10.4416753930579,0.65,-0.430782916092454,"FALSE","FALSE","FALSE",3.04502977700662,FALSE
"bonyolódok","bonyolódom","bonyolódik",3522,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","bonyolódo","bonyolód",12,6,FALSE,"bonyolód","FALSE",2.484906649788,1.79175946922805,8.16678428905615,2,0.693147180559945,"TRUE","FALSE","FALSE",0.770138673004841,FALSE
"bosszankodok","bosszankodom","bosszankodik",2258,4,"VERB<PERS<1>>","VERB","cvccvccvcvc","bosszankodo","bosszankod",108,9,FALSE,"bosszankod","FALSE",4.68213122712422,2.19722457733622,7.72223474470961,12,2.484906649788,"TRUE","FALSE","FALSE",0.325589128658296,FALSE
"botladozok","botladozom","botladozik",1111,4,"VERB<PERS<1>>","VERB","cvccvcvcvc","botladozo","botladoz",14,5,FALSE,"botladoz","FALSE",2.63905732961526,1.6094379124341,7.01301578963963,2.8,1.02961941718116,"FALSE","FALSE","TRUE",-0.38362982641168,FALSE
"botlok","botlom","botlik",2022,2,"VERB<PERS<1>>","VERB","cvccvc","botlo","botl",35,41,FALSE,"botl","FALSE",3.55534806148941,3.71357206670431,7.61184239958042,0.853658536585366,-0.158224005214894,"FALSE","TRUE","FALSE",0.215196783529106,FALSE
"botránkozok","botránkozom","botránkozik",378,4,"VERB<PERS<1>>","VERB","cvccvccvcvc","botránkozo","botránkoz",17,1,FALSE,"botránkoz","FALSE",2.83321334405622,0,5.93489419561959,17,2.83321334405622,"FALSE","FALSE","TRUE",-1.46175142043172,FALSE
"bringázok","bringázom","bringázik",386,3,"VERB<PERS<1>>","VERB","ccvccvcvc","bringázo","bringáz",4,4,FALSE,"bringáz","FALSE",1.38629436111989,1.38629436111989,5.95583736946483,1,0,"FALSE","FALSE","TRUE",-1.44080824658648,FALSE
"búcsúzok","búcsúzom","búcsúzik",5185,3,"VERB<PERS<1>>","VERB","cvcvcvc","búcsúzo","búcsúz",241,20,FALSE,"búcsúz","FALSE",5.48479693349065,2.99573227355399,8.55352512066363,12.05,2.48906465993666,"FALSE","FALSE","TRUE",1.15687950461232,FALSE
"büdösödök","büdösödöm","büdösödik",72,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","büdösödö","büdösöd",4,1,FALSE,"büdösöd","FALSE",1.38629436111989,0,4.27666611901606,4,1.38629436111989,"TRUE","FALSE","FALSE",-3.11997949703526,FALSE
"bujdosok","bujdosom","bujdosik",542,3,"VERB<PERS<1>>","VERB","cvccvcvc","bujdoso","bujdos",7,1,FALSE,"bujdos","TRUE",1.94591014905531,0,6.29526600143965,7,1.94591014905531,"FALSE","FALSE","FALSE",-1.10137961461166,FALSE
"bukfencezek","bukfencezem","bukfencezik",293,4,"VERB<PERS<1>>","VERB","cvccvccvcvc","bukfenceze","bukfencez",2,3,FALSE,"bukfencez","FALSE",0.693147180559945,1.09861228866811,5.68017260901707,0.666666666666667,-0.405465108108164,"FALSE","FALSE","TRUE",-1.71647300703424,FALSE
"bukok","bukom","bukik",8309,2,"VERB<PERS<1>>","VERB","cvcvc","buko","buk",9,52,TRUE,"buk","FALSE",2.19722457733622,3.95124371858143,9.02509454366498,0.173076923076923,-1.75401914124521,"FALSE","FALSE","FALSE",1.62844892761367,FALSE
"bulizok","bulizom","bulizik",3708,3,"VERB<PERS<1>>","VERB","cvcvcvc","bulizo","buliz",17,31,TRUE,"buliz","FALSE",2.83321334405622,3.43398720448515,8.21824792668574,0.548387096774194,-0.60077386042893,"FALSE","FALSE","TRUE",0.821602310634434,FALSE
"bűnhődök","bűnhődöm","bűnhődik",1068,3,"VERB<PERS<1>>","VERB","cvccvcvc","bűnhődö","bűnhőd",11,3,TRUE,"bűnhőd","FALSE",2.39789527279837,1.09861228866811,6.97354301952014,3.66666666666667,1.29928298413026,"TRUE","FALSE","FALSE",-0.42310259653117,FALSE
"bűnözök","bűnözöm","bűnözik",563,3,"VERB<PERS<1>>","VERB","cvcvcvc","bűnözö","bűnöz",3,314,FALSE,"bűnöz","FALSE",1.09861228866811,5.74939298590825,6.33327962813969,0.00955414012738853,-4.65078069724014,"FALSE","FALSE","TRUE",-1.06336598791162,TRUE
"bunyózok","bunyózom","bunyózik",173,3,"VERB<PERS<1>>","VERB","cvcvcvc","bunyózo","bunyóz",4,1,FALSE,"bunyóz","FALSE",1.38629436111989,0,5.15329159449778,4,1.38629436111989,"FALSE","FALSE","TRUE",-2.24335402155353,FALSE
"búslakodok","búslakodom","búslakodik",475,4,"VERB<PERS<1>>","VERB","cvccvcvcvc","búslakodo","búslakod",33,1,FALSE,"búslakod","FALSE",3.49650756146648,0,6.16331480403464,33,3.49650756146648,"TRUE","FALSE","FALSE",-1.23333081201667,FALSE
"büszkélkedek","büszkélkedem","büszkélkedik",4285,4,"VERB<PERS<1>>","VERB","cvccvccvcvc","büszkélkede","büszkélked",17,6,FALSE,"büszkélked","FALSE",2.83321334405622,1.79175946922805,8.36287583103188,2.83333333333333,1.04145387482816,"FALSE","FALSE","FALSE",0.96623021498057,FALSE
"buszozok","buszozom","buszozik",707,3,"VERB<PERS<1>>","VERB","cvcvcvc","buszozo","buszoz",3,7,TRUE,"buszoz","FALSE",1.09861228866811,1.94591014905531,6.56103066589657,0.428571428571429,-0.847297860387204,"FALSE","FALSE","TRUE",-0.835614950154738,FALSE
"búvárkodok","búvárkodom","búvárkodik",756,4,"VERB<PERS<1>>","VERB","cvcvccvcvc","búvárkodo","búvárkod",24,37,FALSE,"búvárkod","FALSE",3.17805383034795,3.61091791264422,6.62804137617953,0.648648648648649,-0.432864082296279,"TRUE","FALSE","FALSE",-0.768604239871777,FALSE
"búvok","búvom","búvik",454,2,"VERB<PERS<1>>","VERB","cvcvc","búvo","búv",1,20,FALSE,"búv","FALSE",0,2.99573227355399,6.11809719804135,0.05,-2.99573227355399,"FALSE","FALSE","FALSE",-1.27854841800996,TRUE
"cicázok","cicázom","cicázik",116,3,"VERB<PERS<1>>","VERB","cvcvcvc","cicázo","cicáz",2,3,FALSE,"cicáz","TRUE",0.693147180559945,1.09861228866811,4.75359019110636,0.666666666666667,-0.405465108108164,"FALSE","FALSE","TRUE",-2.64305542494495,FALSE
"cigarettázok","cigarettázom","cigarettázik",2295,5,"VERB<PERS<1>>","VERB","cvcvcvccvcvc","cigarettázo","cigarettáz",19,3,FALSE,"cigarettáz","FALSE",2.94443897916644,1.09861228866811,7.73848812249465,6.33333333333333,1.84582669049833,"FALSE","FALSE","TRUE",0.341842506443335,FALSE
"cigizek","cigizem","cigizik",784,3,"VERB<PERS<1>>","VERB","cvcvcvc","cigize","cigiz",12,35,FALSE,"cigiz","FALSE",2.484906649788,3.55534806148941,6.66440902035041,0.342857142857143,-1.07044141170141,"FALSE","FALSE","TRUE",-0.732236595700903,FALSE
"cikázok","cikázom","cikázik",1415,3,"VERB<PERS<1>>","VERB","cvcvcvc","cikázo","cikáz",2,5,FALSE,"cikáz","FALSE",0.693147180559945,1.6094379124341,7.25488481007734,0.4,-0.916290731874155,"FALSE","FALSE","TRUE",-0.141760805973973,FALSE
"cipekedek","cipekedem","cipekedik",218,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","cipekede","cipeked",3,2,FALSE,"cipeked","FALSE",1.09861228866811,0.693147180559945,5.38449506278909,1.5,0.405465108108164,"FALSE","FALSE","FALSE",-2.01215055326222,FALSE
"citerázok","citerázom","citerázik",113,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","citerázo","citeráz",1,4,TRUE,"citeráz","FALSE",0,1.38629436111989,4.72738781871234,0.25,-1.38629436111989,"FALSE","FALSE","TRUE",-2.66925779733897,FALSE
"csalódok","csalódom","csalódik",8158,3,"VERB<PERS<1>>","VERB","cvcvcvc","csalódo","csalód",243,37,FALSE,"csalód","FALSE",5.49306144334055,3.61091791264422,9.0067543198775,6.56756756756757,1.88214353069632,"TRUE","FALSE","FALSE",1.61010870382619,FALSE
"csapódok","csapódom","csapódik",4474,3,"VERB<PERS<1>>","VERB","cvcvcvc","csapódo","csapód",21,6,FALSE,"csapód","FALSE",3.04452243772342,1.79175946922805,8.40603814205008,3.5,1.25276296849537,"TRUE","FALSE","FALSE",1.00939252599876,FALSE
"csatázok","csatázom","csatázik",617,3,"VERB<PERS<1>>","VERB","cvcvcvc","csatázo","csatáz",7,2,FALSE,"csatáz","TRUE",1.94591014905531,0.693147180559945,6.42486902390539,3.5,1.25276296849537,"FALSE","FALSE","TRUE",-0.971776592145923,FALSE
"csatlakozok","csatlakozom","csatlakozik",58320,4,"VERB<PERS<1>>","VERB","cvccvcvcvc","csatlakozo","csatlakoz",985,16,TRUE,"csatlakoz","FALSE",6.89264164117209,2.77258872223978,10.9737003666825,61.5625,4.12005291893231,"FALSE","FALSE","TRUE",3.57705475063123,FALSE
"csavarodok","csavarodom","csavarodik",995,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","csavarodo","csavarod",4,3,FALSE,"csavarod","FALSE",1.38629436111989,1.09861228866811,6.90274273715859,1.33333333333333,0.287682072451781,"TRUE","FALSE","FALSE",-0.493902878892718,FALSE
"cselekszek","cselekszem","cselekszik",1969,3,"VERB<PERS<1>>","VERB","cvcvccvc","cseleksze","cseleksz",269,8,FALSE,"cseleksz","FALSE",5.59471137960184,2.07944154167984,7.58528107863913,33.625,3.515269837922,"FALSE","FALSE","FALSE",0.188635462587815,FALSE
"csellózok","csellózom","csellózik",199,3,"VERB<PERS<1>>","VERB","cvccvcvc","csellózo","csellóz",35,3,FALSE,"csellóz","FALSE",3.55534806148941,1.09861228866811,5.29330482472449,11.6666666666667,2.4567357728213,"FALSE","FALSE","TRUE",-2.10334079132682,FALSE
"csempészek","csempészem","csempészik",1730,3,"VERB<PERS<1>>","VERB","cvccvcvc","csempésze","csempész",4,6,TRUE,"csempész","FALSE",1.38629436111989,1.79175946922805,7.45587668749182,0.666666666666667,-0.405465108108164,"FALSE","FALSE","FALSE",0.0592310714405135,FALSE
"csiszolódok","csiszolódom","csiszolódik",1123,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","csiszolódo","csiszolód",1,13,FALSE,"csiszolód","FALSE",0,2.56494935746154,7.02375895473844,0.0769230769230769,-2.56494935746154,"TRUE","FALSE","FALSE",-0.372886661312868,FALSE
"csodálkozok","csodálkozom","csodálkozik",17710,4,"VERB<PERS<1>>","VERB","cvcvccvcvc","csodálkozo","csodálkoz",1787,70,FALSE,"csodálkoz","FALSE",7.48829351515943,4.24849524204936,9.78188473077688,25.5285714285714,3.23979827311007,"FALSE","FALSE","TRUE",2.38523911472557,FALSE
"csókolózok","csókolózom","csókolózik",1953,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","csókolózo","csókolóz",24,7,FALSE,"csókolóz","FALSE",3.17805383034795,1.94591014905531,7.57712193087668,3.42857142857143,1.23214368129263,"FALSE","FALSE","TRUE",0.180476314825368,FALSE
"csuklok","csuklom","csuklik",983,2,"VERB<PERS<1>>","VERB","cvccvc","csuklo","csukl",1,6,TRUE,"csukl","FALSE",0,1.79175946922805,6.89060912014717,0.166666666666667,-1.79175946922805,"FALSE","TRUE","FALSE",-0.506036495904144,FALSE
"csúszok","csúszom","csúszik",11376,2,"VERB<PERS<1>>","VERB","cvcvc","csúszo","csúsz",43,86,TRUE,"csúsz","FALSE",3.76120011569356,4.45434729625351,9.33926115204302,0.5,-0.693147180559945,"FALSE","FALSE","FALSE",1.94261553599171,FALSE
"dicsekedek","dicsekedem","dicsekedik",4534,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","dicsekede","dicseked",3,5,FALSE,"dicseked","FALSE",1.09861228866811,1.6094379124341,8.41935983106747,0.6,-0.510825623765991,"FALSE","FALSE","FALSE",1.02271421501616,FALSE
"diplomázok","diplomázom","diplomázik",1886,4,"VERB<PERS<1>>","VERB","cvccvcvcvc","diplomázo","diplomáz",28,9,FALSE,"diplomáz","FALSE",3.3322045101752,2.19722457733622,7.5422134631934,3.11111111111111,1.13497993283898,"FALSE","FALSE","TRUE",0.145567847142092,FALSE
"dobálózok","dobálózom","dobálózik",533,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","dobálózo","dobálóz",4,5,FALSE,"dobálóz","FALSE",1.38629436111989,1.6094379124341,6.27852142416584,0.8,-0.22314355131421,"FALSE","FALSE","TRUE",-1.11812419188547,FALSE
"döglök","döglöm","döglik",904,2,"VERB<PERS<1>>","VERB","cvccvc","döglö","dögl",5,46,FALSE,"dögl","FALSE",1.6094379124341,3.8286413964891,6.80682936039218,0.108695652173913,-2.21920348405499,"FALSE","TRUE","FALSE",-0.589816255659135,FALSE
"dohányzok","dohányzom","dohányzik",2619,3,"VERB<PERS<1>>","VERB","cvcvccvc","dohányzo","dohányz",514,27,FALSE,"dohányz","FALSE",6.24222326545517,3.29583686600433,7.87054784450771,19.037037037037,2.94638639945084,"FALSE","FALSE","TRUE",0.473902228456401,FALSE
"dolgozok","dolgozom","dolgozik",216182,3,"VERB<PERS<1>>","VERB","cvccvcvc","dolgozo","dolgoz",9682,702,TRUE,"dolgoz","FALSE",9.17802377049964,6.55393340402581,12.283875924477,13.7920227920228,2.62409036647383,"FALSE","FALSE","TRUE",4.88723030842572,FALSE
"dörgölődzök","dörgölődzöm","dörgölődzik",139,4,"VERB<PERS<1>>","VERB","cvccvcvccvc","dörgölődzö","dörgölődz",5,4,FALSE,"dörgölődz","FALSE",1.6094379124341,1.38629436111989,4.93447393313069,1.25,0.22314355131421,"FALSE","FALSE","TRUE",-2.46217168292062,FALSE
"drogozok","drogozom","drogozik",2020,3,"VERB<PERS<1>>","VERB","ccvcvcvc","drogozo","drogoz",24,9,FALSE,"drogoz","FALSE",3.17805383034795,2.19722457733622,7.61085279039525,2.66666666666667,0.980829253011726,"FALSE","FALSE","TRUE",0.214207174343939,FALSE
"dudorászok","dudorászom","dudorászik",251,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","dudorászo","dudorász",13,5,FALSE,"dudorász","FALSE",2.56494935746154,1.6094379124341,5.52545293913178,2.6,0.955511445027436,"FALSE","FALSE","FALSE",-1.87119267691953,FALSE
"duplázok","duplázom","duplázik",1223,3,"VERB<PERS<1>>","VERB","cvccvcvc","duplázo","dupláz",1,16,FALSE,"dupláz","FALSE",0,2.77258872223978,7.10906213568717,0.0625,-2.77258872223978,"FALSE","FALSE","TRUE",-0.287583480364138,FALSE
"ébredezek","ébredezem","ébredezik",1049,4,"VERB<PERS<1>>","VERB","vccvcvcvc","ébredeze","ébredez",4,2,FALSE,"ébredez","FALSE",1.38629436111989,0.693147180559945,6.9555926083963,2,0.693147180559945,"FALSE","FALSE","TRUE",-0.441053007655014,FALSE
"edződök","edződöm","edződik",574,3,"VERB<PERS<1>>","VERB","vccvcvc","edződö","edződ",4,1,FALSE,"edződ","FALSE",1.38629436111989,0,6.35262939631957,4,1.38629436111989,"TRUE","FALSE","FALSE",-1.04401621973174,FALSE
"edzősködök","edzősködöm","edzősködik",330,4,"VERB<PERS<1>>","VERB","vccvccvcvc","edzősködö","edzősköd",24,2,FALSE,"edzősköd","FALSE",3.17805383034795,0.693147180559945,5.79909265446053,12,2.484906649788,"TRUE","FALSE","FALSE",-1.59755296159079,FALSE
"egyezek","egyezem","egyezik",14234,3,"VERB<PERS<1>>","VERB","vcvcvc","egyeze","egyez",41,23,FALSE,"egyez","TRUE",3.71357206670431,3.13549421592915,9.56338874785922,1.78260869565217,0.578077850775158,"FALSE","FALSE","TRUE",2.16674313180791,FALSE
"együttműködök","együttműködöm","együttműködik",32997,5,"VERB<PERS<1>>","VERB","vcvcccvcvcvc","együttműködö","együttműköd",25,25,FALSE,"együttműköd","FALSE",3.2188758248682,3.2188758248682,10.4041719272252,1,0,"TRUE","FALSE","FALSE",3.00752631117392,FALSE
"éhezek","éhezem","éhezik",3869,3,"VERB<PERS<1>>","VERB","vcvcvc","éheze","éhez",19,12,FALSE,"éhez","FALSE",2.94443897916644,2.484906649788,8.26075135470051,1.58333333333333,0.45953232937844,"FALSE","FALSE","TRUE",0.864105738649203,FALSE
"éjszakázok","éjszakázom","éjszakázik",890,4,"VERB<PERS<1>>","VERB","vccvcvcvc","éjszakázo","éjszakáz",18,4,FALSE,"éjszakáz","FALSE",2.89037175789616,1.38629436111989,6.79122146272619,4.5,1.50407739677627,"FALSE","FALSE","TRUE",-0.605424153325125,FALSE
"ejtőzök","ejtőzöm","ejtőzik",173,3,"VERB<PERS<1>>","VERB","vccvcvc","ejtőzö","ejtőz",5,1,FALSE,"ejtőz","FALSE",1.6094379124341,0,5.15329159449778,5,1.6094379124341,"FALSE","FALSE","TRUE",-2.24335402155353,FALSE
"elálmosodok","elálmosodom","elálmosodik",387,5,"VERB<PERS<1>>","VERB","vcvccvcvcvc","elálmosodo","elálmosod",46,1,FALSE,"elálmosod","FALSE",3.8286413964891,0,5.95842469302978,46,3.8286413964891,"TRUE","FALSE","FALSE",-1.43822092302153,FALSE
"elalszok","elalszom","elalszik",8565,3,"VERB<PERS<1>>","VERB","vcvccvc","elalszo","elalsz",338,32,TRUE,"elalsz","FALSE",5.82304589548302,3.46573590279973,9.05543941075822,10.5625,2.35730999268329,"FALSE","FALSE","FALSE",1.65879379470691,FALSE
"elázok","elázom","elázik",709,3,"VERB<PERS<1>>","VERB","vcvcvc","elázo","eláz",3,18,FALSE,"eláz","FALSE",1.09861228866811,2.89037175789616,6.56385552653213,0.166666666666667,-1.79175946922805,"FALSE","FALSE","TRUE",-0.832790089519183,FALSE
"elbizonytalanodok","elbizonytalanodom","elbizonytalanodik",2291,7,"VERB<PERS<1>>","VERB","vccvcvccvcvcvcvc","elbizonytalanodo","elbizonytalanod",68,12,FALSE,"elbizonytalanod","FALSE",4.21950770517611,2.484906649788,7.7367436824535,5.66666666666667,1.73460105538811,"TRUE","FALSE","FALSE",0.340098066402184,FALSE
"elbotlok","elbotlom","elbotlik",159,3,"VERB<PERS<1>>","VERB","vccvccvc","elbotlo","elbotl",4,2,FALSE,"elbotl","FALSE",1.38629436111989,0.693147180559945,5.06890420222023,2,0.693147180559945,"FALSE","TRUE","FALSE",-2.32774141383108,FALSE
"elbúcsúzok","elbúcsúzom","elbúcsúzik",3067,4,"VERB<PERS<1>>","VERB","vccvcvcvc","elbúcsúzo","elbúcsúz",84,9,FALSE,"elbúcsúz","FALSE",4.43081679884331,2.19722457733622,8.02845516411425,9.33333333333333,2.23359222150709,"FALSE","FALSE","TRUE",0.631809548062941,FALSE
"elcsendesedek","elcsendesedem","elcsendesedik",1357,5,"VERB<PERS<1>>","VERB","vccvccvcvcvc","elcsendesede","elcsendesed",5,1,FALSE,"elcsendesed","FALSE",1.6094379124341,0,7.21303165983487,5,1.6094379124341,"FALSE","FALSE","FALSE",-0.183613956216441,FALSE
"elcsodálkozok","elcsodálkozom","elcsodálkozik",1900,5,"VERB<PERS<1>>","VERB","vccvcvccvcvc","elcsodálkozo","elcsodálkoz",140,3,FALSE,"elcsodálkoz","FALSE",4.9416424226093,1.09861228866811,7.54960916515453,46.6666666666667,3.84303013394119,"FALSE","FALSE","TRUE",0.152963549103221,FALSE
"elcsúszok","elcsúszom","elcsúszik",1148,3,"VERB<PERS<1>>","VERB","vccvcvc","elcsúszo","elcsúsz",7,4,FALSE,"elcsúsz","FALSE",1.94591014905531,1.38629436111989,7.04577657687951,1.75,0.559615787935423,"FALSE","FALSE","FALSE",-0.350869039171799,FALSE
"elégedetlenkedek","elégedetlenkedem","elégedetlenkedik",822,7,"VERB<PERS<1>>","VERB","vcvcvcvccvccvcvc","elégedetlenkede","elégedetlenked",7,4,FALSE,"elégedetlenked","FALSE",1.94591014905531,1.38629436111989,6.71174039505618,1.75,0.559615787935423,"FALSE","FALSE","FALSE",-0.684905220995131,FALSE
"elégszek","elégszem","elégszik",1407,3,"VERB<PERS<1>>","VERB","vcvccvc","elégsze","elégsz",66,1,TRUE,"elégsz","FALSE",4.18965474202643,0,7.24921505711439,66,4.18965474202643,"FALSE","FALSE","FALSE",-0.147430558936922,FALSE
"elegyedek","elegyedem","elegyedik",1672,4,"VERB<PERS<1>>","VERB","vcvcvcvc","elegyede","elegyed",12,23,FALSE,"elegyed","FALSE",2.484906649788,3.13549421592915,7.42177579364465,0.521739130434783,-0.650587566141149,"FALSE","FALSE","FALSE",0.0251301775933364,FALSE
