"indef_um","indef_m","lemma","lemmafreq","syllable_count","analysis","pos","cv_skeleton","base","stem","freq_m","freq_um","verb_transitive","lemma2","verb_stem_varies","log_freq_m","log_freq_um","log_freq_lemma","odds_m","log_odds_m","verb_odik","verb_lik","verb_zik","c.log_freq_lemma","outlier"
"elköltözök","elköltözöm","elköltözik",4077,4,"VERB<PERS<1>>","VERB","vccvccvcvc","elköltözö","elköltöz",94,15,FALSE,"elköltöz","FALSE",4.54329478227,2.70805020110221,8.31311670281925,6.26666666666667,1.83524458116779,"FALSE","FALSE","TRUE",0.916471086767942,FALSE
"elkomorodok","elkomorodom","elkomorodik",324,5,"VERB<PERS<1>>","VERB","vccvcvcvcvc","elkomorodo","elkomorod",5,1,FALSE,"elkomorod","FALSE",1.6094379124341,0,5.78074351579233,5,1.6094379124341,"TRUE","FALSE","FALSE",-1.61590210025898,FALSE
"ellenkezek","ellenkezem","ellenkezik",3744,4,"VERB<PERS<1>>","VERB","vccvccvcvc","ellenkeze","ellenkez",53,3,FALSE,"ellenkez","FALSE",3.97029191355212,1.09861228866811,8.22790983759748,17.6666666666667,2.87167962488401,"FALSE","FALSE","TRUE",0.831264221546173,FALSE
"elmélázok","elmélázom","elmélázik",468,4,"VERB<PERS<1>>","VERB","vccvcvcvc","elmélázo","elméláz",4,10,TRUE,"elméláz","TRUE",1.38629436111989,2.30258509299405,6.14846829591765,0.4,-0.916290731874155,"FALSE","FALSE","TRUE",-1.24817732013366,FALSE
"elmélkedek","elmélkedem","elmélkedik",4188,4,"VERB<PERS<1>>","VERB","vccvccvcvc","elmélkede","elmélked",138,24,FALSE,"elmélked","FALSE",4.92725368515721,3.17805383034795,8.33997857199043,5.75,1.74919985480926,"FALSE","FALSE","FALSE",0.943332955939116,FALSE
"elmosolyodok","elmosolyodom","elmosolyodik",2950,5,"VERB<PERS<1>>","VERB","vccvcvcvcvc","elmosolyodo","elmosolyod",50,24,FALSE,"elmosolyod","FALSE",3.91202300542815,3.17805383034795,7.98956044933387,2.08333333333333,0.733969175080201,"TRUE","FALSE","FALSE",0.592914833282554,FALSE
"előhalászok","előhalászom","előhalászik",244,5,"VERB<PERS<1>>","VERB","vcvcvcvcvc","előhalászo","előhalász",7,1,TRUE,"előhalász","TRUE",1.94591014905531,0,5.4971682252932,7,1.94591014905531,"FALSE","FALSE","FALSE",-1.89947739075811,FALSE
"előhozakodok","előhozakodom","előhozakodik",449,6,"VERB<PERS<1>>","VERB","vcvcvcvcvcvc","előhozakodo","előhozakod",13,8,FALSE,"előhozakod","FALSE",2.56494935746154,2.07944154167984,6.10702288774225,1.625,0.485507815781701,"TRUE","FALSE","FALSE",-1.28962272830906,FALSE
"elrugaszkodok","elrugaszkodom","elrugaszkodik",1361,5,"VERB<PERS<1>>","VERB","vccvcvccvcvc","elrugaszkodo","elrugaszkod",17,4,FALSE,"elrugaszkod","FALSE",2.83321334405622,1.38629436111989,7.21597500265147,4.25,1.44691898293633,"TRUE","FALSE","FALSE",-0.180670613399845,FALSE
"elsiklok","elsiklom","elsiklik",606,3,"VERB<PERS<1>>","VERB","vccvccvc","elsiklo","elsikl",1,6,FALSE,"elsikl","FALSE",0,1.79175946922805,6.40687998606931,0.166666666666667,-1.79175946922805,"FALSE","TRUE","FALSE",-0.989765629981997,FALSE
"elszegődök","elszegődöm","elszegődik",403,4,"VERB<PERS<1>>","VERB","vccvcvcvc","elszegődö","elszegőd",13,3,FALSE,"elszegőd","FALSE",2.56494935746154,1.09861228866811,5.99893656194668,4.33333333333333,1.46633706879343,"TRUE","FALSE","FALSE",-1.39770905410463,FALSE
"elszenderedek","elszenderedem","elszenderedik",264,5,"VERB<PERS<1>>","VERB","vccvccvcvcvc","elszenderede","elszendered",5,7,FALSE,"elszendered","FALSE",1.6094379124341,1.94591014905531,5.57594910314632,0.714285714285714,-0.336472236621213,"FALSE","FALSE","FALSE",-1.82069651290499,FALSE
"elszomorodok","elszomorodom","elszomorodik",1038,5,"VERB<PERS<1>>","VERB","vccvcvcvcvc","elszomorodo","elszomorod",53,10,FALSE,"elszomorod","FALSE",3.97029191355212,2.30258509299405,6.94505106372583,5.3,1.66770682055808,"TRUE","FALSE","FALSE",-0.451594552325477,FALSE
"elszórakozok","elszórakozom","elszórakozik",375,5,"VERB<PERS<1>>","VERB","vccvcvcvcvc","elszórakozo","elszórakoz",5,1,FALSE,"elszórakoz","FALSE",1.6094379124341,0,5.92692602597041,5,1.6094379124341,"FALSE","FALSE","TRUE",-1.4697195900809,FALSE
"eltávolodok","eltávolodom","eltávolodik",3704,5,"VERB<PERS<1>>","VERB","vccvcvcvcvc","eltávolodo","eltávolod",21,7,FALSE,"eltávolod","FALSE",3.04452243772342,1.94591014905531,8.21716859576607,3,1.09861228866811,"TRUE","FALSE","FALSE",0.82052297971476,FALSE
"eltávozok","eltávozom","eltávozik",4519,4,"VERB<PERS<1>>","VERB","vccvcvcvc","eltávozo","eltávoz",30,3,FALSE,"eltávoz","FALSE",3.40119738166216,1.09861228866811,8.41604600941128,10,2.30258509299405,"FALSE","FALSE","TRUE",1.01940039335997,FALSE
"eltűnődök","eltűnődöm","eltűnődik",1230,4,"VERB<PERS<1>>","VERB","vccvcvcvc","eltűnődö","eltűnőd",100,14,FALSE,"eltűnőd","FALSE",4.60517018598809,2.63905732961526,7.11476944836646,7.14285714285714,1.96611285637283,"TRUE","FALSE","FALSE",-0.281876167684848,FALSE
"elugrok","elugrom","elugrik",434,3,"VERB<PERS<1>>","VERB","vcvccvc","elugro","elugr",5,15,FALSE,"elugr","FALSE",1.6094379124341,2.70805020110221,6.07304453410041,0.333333333333333,-1.09861228866811,"FALSE","FALSE","FALSE",-1.32360108195091,FALSE
"elutazok","elutazom","elutazik",3894,4,"VERB<PERS<1>>","VERB","vcvcvcvc","elutazo","elutaz",270,26,TRUE,"elutaz","FALSE",5.59842195899838,3.25809653802148,8.26719218593215,10.3846153846154,2.34032542097689,"FALSE","FALSE","TRUE",0.870546569880835,FALSE
"elválok","elválom","elválik",6955,3,"VERB<PERS<1>>","VERB","vccvcvc","elválo","elvál",1,112,FALSE,"elvál","FALSE",0,4.71849887129509,8.84721610435754,0.00892857142857143,-4.71849887129509,"FALSE","TRUE","FALSE",1.45057048830623,TRUE
"elvetődök","elvetődöm","elvetődik",240,4,"VERB<PERS<1>>","VERB","vccvcvcvc","elvetődö","elvetőd",9,1,FALSE,"elvetőd","FALSE",2.19722457733622,0,5.48063892334199,9,2.19722457733622,"TRUE","FALSE","FALSE",-1.91600669270932,FALSE
"élvezkedek","élvezkedem","élvezkedik",306,4,"VERB<PERS<1>>","VERB","vccvccvcvc","élvezkede","élvezked",7,6,TRUE,"élvezked","FALSE",1.94591014905531,1.79175946922805,5.72358510195238,1.16666666666667,0.154150679827258,"FALSE","FALSE","FALSE",-1.67306051409893,FALSE
"elvörösödök","elvörösödöm","elvörösödik",685,5,"VERB<PERS<1>>","VERB","vccvcvcvcvc","elvörösödö","elvörösöd",8,11,FALSE,"elvörösöd","FALSE",2.07944154167984,2.39789527279837,6.52941883826223,0.727272727272727,-0.318453731118535,"TRUE","FALSE","FALSE",-0.867226777789085,FALSE
"elzüllök","elzüllöm","elzüllik",287,3,"VERB<PERS<1>>","VERB","vccvccvc","elzüllö","elzüll",1,9,FALSE,"elzüll","FALSE",0,2.19722457733622,5.65948221575962,0.111111111111111,-2.19722457733622,"FALSE","TRUE","FALSE",-1.73716340029169,FALSE
"emelkedek","emelkedem","emelkedik",62722,4,"VERB<PERS<1>>","VERB","vcvccvcvc","emelkede","emelked",68,27,FALSE,"emelked","FALSE",4.21950770517611,3.29583686600433,11.046467542271,2.51851851851852,0.923670839171778,"FALSE","FALSE","FALSE",3.64982192621968,FALSE
"emlékezek","emlékezem","emlékezik",37407,4,"VERB<PERS<1>>","VERB","vccvcvcvc","emlékeze","emlékez",913,70,TRUE,"emlékez","FALSE",6.81673588059497,4.24849524204936,10.5296131316647,13.0428571428571,2.56824063854561,"FALSE","FALSE","TRUE",3.13296751561339,FALSE
"emlékszek","emlékszem","emlékszik",36406,3,"VERB<PERS<1>>","VERB","vccvccvc","emléksze","emléksz",24012,276,FALSE,"emléksz","FALSE",10.0863089843717,5.62040086571715,10.5024888752058,87,4.46590811865458,"FALSE","FALSE","FALSE",3.10584325915453,FALSE
"engedelmeskedek","engedelmeskedem","engedelmeskedik",8950,6,"VERB<PERS<1>>","VERB","vccvcvccvccvcvc","engedelmeskede","engedelmesked",184,31,FALSE,"engedelmesked","FALSE",5.21493575760899,3.43398720448515,9.0994088112689,5.93548387096774,1.78094855312384,"FALSE","FALSE","FALSE",1.70276319521759,FALSE
"enyészek","enyészem","enyészik",491,3,"VERB<PERS<1>>","VERB","vcvcvc","enyésze","enyész",2,3,FALSE,"enyész","FALSE",0.693147180559945,1.09861228866811,6.19644412779452,0.666666666666667,-0.405465108108164,"FALSE","FALSE","FALSE",-1.20020148825679,FALSE
"epekedek","epekedem","epekedik",393,4,"VERB<PERS<1>>","VERB","vcvcvcvc","epekede","epeked",13,4,FALSE,"epeked","FALSE",2.56494935746154,1.38629436111989,5.97380961186926,3.25,1.17865499634165,"FALSE","FALSE","FALSE",-1.42283600418205,FALSE
"építkezek","építkezem","építkezik",7205,4,"VERB<PERS<1>>","VERB","vcvccvcvc","építkeze","építkez",41,13,FALSE,"építkez","FALSE",3.71357206670431,2.56494935746154,8.88253050843362,3.15384615384615,1.14862270924277,"FALSE","FALSE","TRUE",1.48588489238231,FALSE
"ereszkedek","ereszkedem","ereszkedik",4961,4,"VERB<PERS<1>>","VERB","vcvccvcvc","ereszkede","ereszked",47,11,FALSE,"ereszked","FALSE",3.85014760171006,2.39789527279837,8.50936261230105,4.27272727272727,1.45225232891169,"FALSE","FALSE","FALSE",1.11271699624974,FALSE
"érettségizek","érettségizem","érettségizik",11294,5,"VERB<PERS<1>>","VERB","vcvcccvcvcvc","érettségize","érettségiz",49,21,FALSE,"érettségiz","FALSE",3.89182029811063,3.04452243772342,9.33202689023278,2.33333333333333,0.847297860387204,"FALSE","FALSE","TRUE",1.93538127418147,FALSE
"érintkezek","érintkezem","érintkezik",5724,4,"VERB<PERS<1>>","VERB","vcvcccvcvc","érintkeze","érintkez",96,2,TRUE,"érintkez","FALSE",4.56434819146784,0.693147180559945,8.65242314067634,48,3.87120101090789,"FALSE","FALSE","TRUE",1.25577752462503,FALSE
"érkezek","érkezem","érkezik",158121,3,"VERB<PERS<1>>","VERB","vccvcvc","érkeze","érkez",527,56,FALSE,"érkez","FALSE",6.26720054854136,4.02535169073515,11.9711158417013,9.41071428571429,2.24184885780621,"FALSE","FALSE","TRUE",4.57447022564996,FALSE
"erőlködök","erőlködöm","erőlködik",1803,4,"VERB<PERS<1>>","VERB","vcvccvcvc","erőlködö","erőlköd",56,17,FALSE,"erőlköd","FALSE",4.02535169073515,2.83321334405622,7.49720722320332,3.29411764705882,1.19213834667893,"TRUE","FALSE","FALSE",0.100561607152007,FALSE
"erősödök","erősödöm","erősödik",26820,4,"VERB<PERS<1>>","VERB","vcvcvcvc","erősödö","erősöd",6,3,FALSE,"erősöd","FALSE",1.79175946922805,1.09861228866811,10.1969031568357,2,0.693147180559945,"TRUE","FALSE","FALSE",2.80025754078436,FALSE
"erőszakoskodok","erőszakoskodom","erőszakoskodik",660,6,"VERB<PERS<1>>","VERB","vcvcvcvccvcvc","erőszakoskodo","erőszakoskod",20,5,FALSE,"erőszakoskod","FALSE",2.99573227355399,1.6094379124341,6.49223983502047,4,1.38629436111989,"TRUE","FALSE","FALSE",-0.90440578103084,FALSE
"értekezek","értekezem","értekezik",2410,4,"VERB<PERS<1>>","VERB","vccvcvcvc","értekeze","értekez",15,6,TRUE,"értekez","FALSE",2.70805020110221,1.79175946922805,7.7873820264847,2.5,0.916290731874155,"FALSE","FALSE","TRUE",0.39073641043339,FALSE
"értetlenkedek","értetlenkedem","értetlenkedik",866,5,"VERB<PERS<1>>","VERB","vccvccvccvcvc","értetlenkede","értetlenked",16,5,TRUE,"értetlenked","FALSE",2.77258872223978,1.6094379124341,6.76388490856244,3.2,1.16315080980568,"FALSE","FALSE","FALSE",-0.632760707488876,FALSE
"esedezek","esedezem","esedezik",848,4,"VERB<PERS<1>>","VERB","vcvcvcvc","esedeze","esedez",126,1,FALSE,"esedez","FALSE",4.83628190695148,0,6.7428806357919,126,4.83628190695148,"FALSE","FALSE","TRUE",-0.653764980259408,TRUE
"esek","esem","esik",117493,2,"VERB<PERS<1>>","VERB","vcvc","ese","es",410,341,FALSE,"es","FALSE",6.01615715969835,5.83188247728352,11.6741340363236,1.20234604105572,0.184274682414837,"FALSE","FALSE","FALSE",4.27748842027233,FALSE
"esküszök","esküszöm","esküszik",2696,3,"VERB<PERS<1>>","VERB","vccvcvc","esküszö","esküsz",1777,5,FALSE,"esküsz","FALSE",7.48268182815465,1.6094379124341,7.8995244720322,355.4,5.87324391572055,"FALSE","FALSE","FALSE",0.502878855980887,TRUE
"étkezek","étkezem","étkezik",4733,3,"VERB<PERS<1>>","VERB","vccvcvc","étkeze","étkez",96,2,FALSE,"étkez","FALSE",4.56434819146784,0.693147180559945,8.46231452990625,48,3.87120101090789,"FALSE","FALSE","TRUE",1.06566891385494,FALSE
"évődök","évődöm","évődik",352,3,"VERB<PERS<1>>","VERB","vcvcvc","évődö","évőd",7,1,FALSE,"évőd","FALSE",1.94591014905531,0,5.8636311755981,7,1.94591014905531,"TRUE","FALSE","FALSE",-1.53301444045321,FALSE
"faggatózok","faggatózom","faggatózik",461,4,"VERB<PERS<1>>","VERB","cvccvcvcvc","faggatózo","faggatóz",13,1,FALSE,"faggatóz","FALSE",2.56494935746154,0,6.13339804299665,13,2.56494935746154,"FALSE","FALSE","TRUE",-1.26324757305466,FALSE
"falatozok","falatozom","falatozik",803,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","falatozo","falatoz",4,5,FALSE,"falatoz","TRUE",1.38629436111989,1.6094379124341,6.68835471394676,0.8,-0.22314355131421,"FALSE","FALSE","TRUE",-0.708290902104549,FALSE
"fáradozok","fáradozom","fáradozik",5673,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","fáradozo","fáradoz",96,7,FALSE,"fáradoz","FALSE",4.56434819146784,1.94591014905531,8.64347335732657,13.7142857142857,2.61843804241252,"FALSE","FALSE","TRUE",1.24682774127526,FALSE
"fázok","fázom","fázik",5011,2,"VERB<PERS<1>>","VERB","cvcvc","fázo","fáz",647,78,FALSE,"fáz","FALSE",6.4723462945009,4.35670882668959,8.51939077495972,8.2948717948718,2.11563746781131,"FALSE","FALSE","TRUE",1.12274515890841,FALSE
"fejlődök","fejlődöm","fejlődik",33812,3,"VERB<PERS<1>>","VERB","cvccvcvc","fejlődö","fejlőd",30,42,FALSE,"fejlőd","FALSE",3.40119738166216,3.73766961828337,10.4285710480488,0.714285714285714,-0.336472236621213,"TRUE","FALSE","FALSE",3.03192543199751,FALSE
"fekszek","fekszem","fekszik",40545,2,"VERB<PERS<1>>","VERB","cvccvc","feksze","feksz",1428,116,TRUE,"feksz","FALSE",7.26403014289953,4.75359019110636,10.6101677473787,12.3103448275862,2.51043995179317,"FALSE","FALSE","FALSE",3.21352213132735,FALSE
"feledkezek","feledkezem","feledkezik",8300,4,"VERB<PERS<1>>","VERB","cvcvccvcvc","feledkeze","feledkez",140,5,TRUE,"feledkez","FALSE",4.9416424226093,1.6094379124341,9.02401079378469,28,3.3322045101752,"FALSE","FALSE","TRUE",1.62736517773338,FALSE
"felejtkezek","felejtkezem","felejtkezik",622,4,"VERB<PERS<1>>","VERB","cvcvcccvcvc","felejtkeze","felejtkez",11,1,FALSE,"felejtkez","FALSE",2.39789527279837,0,6.43294009273918,11,2.39789527279837,"FALSE","FALSE","TRUE",-0.963705523312131,FALSE
"felháborodok","felháborodom","felháborodik",2669,5,"VERB<PERS<1>>","VERB","cvccvcvcvcvc","felháborodo","felháborod",31,10,FALSE,"felháborod","FALSE",3.43398720448515,2.30258509299405,7.88945914940452,3.1,1.1314021114911,"TRUE","FALSE","FALSE",0.492813533353213,FALSE
"felkapaszkodok","felkapaszkodom","felkapaszkodik",1918,5,"VERB<PERS<1>>","VERB","cvccvcvccvcvc","felkapaszkodo","felkapaszkod",17,7,FALSE,"felkapaszkod","FALSE",2.83321334405622,1.94591014905531,7.55903825544338,2.42857142857143,0.887303195000903,"TRUE","FALSE","FALSE",0.162392639392073,FALSE
"felkerekedek","felkerekedem","felkerekedik",908,5,"VERB<PERS<1>>","VERB","cvccvcvcvcvc","felkerekede","felkereked",7,11,FALSE,"felkereked","FALSE",1.94591014905531,2.39789527279837,6.81124437860129,0.636363636363636,-0.451985123743057,"FALSE","FALSE","FALSE",-0.585401237450017,FALSE
"felmászok","felmászom","felmászik",3115,3,"VERB<PERS<1>>","VERB","cvccvcvc","felmászo","felmász",29,37,FALSE,"felmász","FALSE",3.36729582998647,3.61091791264422,8.04398443122155,0.783783783783784,-0.24362208265775,"FALSE","FALSE","FALSE",0.647338815170242,FALSE
"felocsúdok","felocsúdom","felocsúdik",589,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","felocsúdo","felocsúd",2,9,FALSE,"felocsúd","FALSE",0.693147180559945,2.19722457733622,6.37842618365159,0.222222222222222,-1.50407739677627,"FALSE","FALSE","FALSE",-1.01821943239972,FALSE
"feloldódok","feloldódom","feloldódik",3004,4,"VERB<PERS<1>>","VERB","cvcvccvcvc","feloldódo","feloldód",17,9,FALSE,"feloldód","FALSE",2.83321334405622,2.19722457733622,8.00770001288403,1.88888888888889,0.635988766719997,"TRUE","FALSE","FALSE",0.611054396832715,FALSE
"felöltözök","felöltözöm","felöltözik",2484,4,"VERB<PERS<1>>","VERB","cvcvccvcvc","felöltözö","felöltöz",88,21,FALSE,"felöltöz","FALSE",4.47733681447821,3.04452243772342,7.81762544305337,4.19047619047619,1.43281437675478,"FALSE","FALSE","TRUE",0.420979827002059,FALSE
"félrehúzódok","félrehúzódom","félrehúzódik",407,5,"VERB<PERS<1>>","VERB","cvccvcvcvcvc","félrehúzódo","félrehúzód",4,9,FALSE,"félrehúzód","FALSE",1.38629436111989,2.19722457733622,6.00881318544259,0.444444444444444,-0.810930216216329,"TRUE","FALSE","FALSE",-1.38783243060872,FALSE
"felszívódok","felszívódom","felszívódik",2241,4,"VERB<PERS<1>>","VERB","cvccvcvcvc","felszívódo","felszívód",1,6,FALSE,"felszívód","FALSE",0,1.79175946922805,7.71467747380093,0.166666666666667,-1.79175946922805,"TRUE","FALSE","FALSE",0.318031857749617,FALSE
"feltápászkodok","feltápászkodom","feltápászkodik",922,5,"VERB<PERS<1>>","VERB","cvccvcvccvcvc","feltápászkodo","feltápászkod",15,9,FALSE,"feltápászkod","FALSE",2.70805020110221,2.19722457733622,6.82654522355659,1.66666666666667,0.510825623765991,"TRUE","FALSE","FALSE",-0.570100392494717,FALSE
"feltöltődök","feltöltődöm","feltöltődik",3129,4,"VERB<PERS<1>>","VERB","cvccvccvcvc","feltöltődö","feltöltőd",40,4,FALSE,"feltöltőd","FALSE",3.68887945411394,1.38629436111989,8.04846874366888,10,2.30258509299405,"TRUE","FALSE","FALSE",0.651823127617572,FALSE
"felugrok","felugrom","felugrik",3521,3,"VERB<PERS<1>>","VERB","cvcvccvc","felugro","felugr",5,35,FALSE,"felugr","FALSE",1.6094379124341,3.55534806148941,8.16650031915505,0.142857142857143,-1.94591014905531,"FALSE","FALSE","FALSE",0.769854703103741,FALSE
"felvételizek","felvételizem","felvételizik",3422,5,"VERB<PERS<1>>","VERB","cvccvcvcvcvc","felvételize","felvételiz",41,75,FALSE,"felvételiz","FALSE",3.71357206670431,4.31748811353631,8.13798045445214,0.546666666666667,-0.603916046832003,"FALSE","FALSE","TRUE",0.741334838400828,FALSE
"felzárkózok","felzárkózom","felzárkózik",15670,4,"VERB<PERS<1>>","VERB","cvccvccvcvc","felzárkózo","felzárkóz",3,2,FALSE,"felzárkóz","FALSE",1.09861228866811,0.693147180559945,9.65950333535007,1.5,0.405465108108164,"FALSE","FALSE","TRUE",2.26285771929876,FALSE
"fénylek","fénylem","fénylik",4581,2,"VERB<PERS<1>>","VERB","cvccvc","fényle","fényl",1,8,FALSE,"fényl","FALSE",0,2.07944154167984,8.42967259388674,0.125,-2.07944154167984,"FALSE","TRUE","FALSE",1.03302697783543,FALSE
"fésülködök","fésülködöm","fésülködik",401,4,"VERB<PERS<1>>","VERB","cvcvccvcvc","fésülködö","fésülköd",10,1,FALSE,"fésülköd","FALSE",2.30258509299405,0,5.99396142730657,10,2.30258509299405,"TRUE","FALSE","FALSE",-1.40268418874474,FALSE
"fiatalodok","fiatalodom","fiatalodik",535,5,"VERB<PERS<1>>","VERB","cvvcvcvcvc","fiatalodo","fiatalod",12,3,FALSE,"fiatalod","FALSE",2.484906649788,1.09861228866811,6.28226674689601,4,1.38629436111989,"TRUE","FALSE","FALSE",-1.1143788691553,FALSE
"finomkodok","finomkodom","finomkodik",220,4,"VERB<PERS<1>>","VERB","cvcvccvcvc","finomkodo","finomkod",7,3,FALSE,"finomkod","FALSE",1.94591014905531,1.09861228866811,5.39362754635236,2.33333333333333,0.847297860387204,"TRUE","FALSE","FALSE",-2.00301806969895,FALSE
"focizok","focizom","focizik",3219,3,"VERB<PERS<1>>","VERB","cvcvcvc","focizo","fociz",41,81,FALSE,"fociz","FALSE",3.71357206670431,4.39444915467244,8.07682603129881,0.506172839506173,-0.680877087968131,"FALSE","FALSE","TRUE",0.680180415247497,FALSE
"fogadkozok","fogadkozom","fogadkozik",647,4,"VERB<PERS<1>>","VERB","cvcvccvcvc","fogadkozo","fogadkoz",33,3,FALSE,"fogadkoz","FALSE",3.49650756146648,1.09861228866811,6.4723462945009,11,2.39789527279837,"FALSE","FALSE","TRUE",-0.92429932155041,FALSE
"foglalatoskodok","foglalatoskodom","foglalatoskodik",1110,6,"VERB<PERS<1>>","VERB","cvccvcvcvccvcvc","foglalatoskodo","foglalatoskod",31,1,FALSE,"foglalatoskod","FALSE",3.43398720448515,0,7.01211529430638,31,3.43398720448515,"TRUE","FALSE","FALSE",-0.384530321744931,FALSE
"foglalkozok","foglalkozom","foglalkozik",178098,4,"VERB<PERS<1>>","VERB","cvccvccvcvc","foglalkozo","foglalkoz",5120,263,FALSE,"foglalkoz","FALSE",8.54090971803355,5.57215403217776,12.0900892395684,19.467680608365,2.96875568585579,"FALSE","FALSE","TRUE",4.69344362351712,FALSE
"fogódzok","fogódzom","fogódzik",115,3,"VERB<PERS<1>>","VERB","cvcvccvc","fogódzo","fogódz",5,1,FALSE,"fogódz","FALSE",1.6094379124341,0,4.74493212836325,5,1.6094379124341,"FALSE","FALSE","TRUE",-2.65171348768806,FALSE
"fogyókúrázok","fogyókúrázom","fogyókúrázik",1083,5,"VERB<PERS<1>>","VERB","cvcvcvcvcvc","fogyókúrázo","fogyókúráz",14,2,FALSE,"fogyókúráz","FALSE",2.63905732961526,0.693147180559945,6.98749024700099,7,1.94591014905531,"FALSE","FALSE","TRUE",-0.40915536905032,FALSE
"fogyózok","fogyózom","fogyózik",355,3,"VERB<PERS<1>>","VERB","cvcvcvc","fogyózo","fogyóz",26,13,TRUE,"fogyóz","FALSE",3.25809653802148,2.56494935746154,5.87211778947542,2,0.693147180559945,"FALSE","FALSE","TRUE",-1.52452782657589,FALSE
"fohászkodok","fohászkodom","fohászkodik",1777,4,"VERB<PERS<1>>","VERB","cvcvccvcvc","fohászkodo","fohászkod",102,3,FALSE,"fohászkod","FALSE",4.62497281328427,1.09861228866811,7.48268182815465,34,3.52636052461616,"TRUE","FALSE","FALSE",0.0860362121033402,FALSE
"folyamodok","folyamodom","folyamodik",5315,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","folyamodo","folyamod",92,29,FALSE,"folyamod","FALSE",4.52178857704904,3.36729582998647,8.57828829077605,3.17241379310345,1.15449274706257,"TRUE","FALSE","FALSE",1.18164267472474,FALSE
"folytatódok","folytatódom","folytatódik",32892,4,"VERB<PERS<1>>","VERB","cvccvcvcvc","folytatódo","folytatód",5,1,FALSE,"folytatód","FALSE",1.6094379124341,0,10.4009847460908,5,1.6094379124341,"TRUE","FALSE","FALSE",3.00433913003948,FALSE
"forgolódok","forgolódom","forgolódik",1510,4,"VERB<PERS<1>>","VERB","cvccvcvcvc","forgolódo","forgolód",60,18,FALSE,"forgolód","FALSE",4.0943445622221,2.89037175789616,7.31986492980897,3.33333333333333,1.20397280432594,"TRUE","FALSE","FALSE",-0.0767806862423406,FALSE
"fulladozok","fulladozom","fulladozik",446,4,"VERB<PERS<1>>","VERB","cvccvcvcvc","fulladozo","fulladoz",7,3,TRUE,"fulladoz","FALSE",1.94591014905531,1.09861228866811,6.10031895202006,2.33333333333333,0.847297860387204,"FALSE","FALSE","TRUE",-1.29632666403125,FALSE
"furakodok","furakodom","furakodik",420,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","furakodo","furakod",4,2,FALSE,"furakod","FALSE",1.38629436111989,0.693147180559945,6.04025471127741,2,0.693147180559945,"TRUE","FALSE","FALSE",-1.3563909047739,FALSE
"fürdőzök","fürdőzöm","fürdőzik",731,3,"VERB<PERS<1>>","VERB","cvccvcvc","fürdőzö","fürdőz",3,7,FALSE,"fürdőz","FALSE",1.09861228866811,1.94591014905531,6.59441345974978,0.428571428571429,-0.847297860387204,"FALSE","FALSE","TRUE",-0.802232156301533,FALSE
"furikázok","furikázom","furikázik",241,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","furikázo","furikáz",3,4,FALSE,"furikáz","FALSE",1.09861228866811,1.38629436111989,5.48479693349065,0.75,-0.287682072451781,"FALSE","FALSE","TRUE",-1.91184868256066,FALSE
"fürkészek","fürkészem","fürkészik",1547,3,"VERB<PERS<1>>","VERB","cvccvcvc","fürkésze","fürkész",10,8,TRUE,"fürkész","TRUE",2.30258509299405,2.07944154167984,7.34407285057307,1.25,0.22314355131421,"FALSE","FALSE","FALSE",-0.0525727654782449,FALSE
"furulyázok","furulyázom","furulyázik",348,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","furulyázo","furulyáz",4,6,FALSE,"furulyáz","FALSE",1.38629436111989,1.79175946922805,5.85220247977447,0.666666666666667,-0.405465108108164,"FALSE","FALSE","TRUE",-1.54444313627684,FALSE
"futballozok","futballozom","futballozik",1335,4,"VERB<PERS<1>>","VERB","cvccvccvcvc","futballozo","futballoz",13,3,FALSE,"futballoz","FALSE",2.56494935746154,1.09861228866811,7.19668657083435,4.33333333333333,1.46633706879343,"FALSE","FALSE","TRUE",-0.199959045216961,FALSE
"futkározok","futkározom","futkározik",1147,4,"VERB<PERS<1>>","VERB","cvccvcvcvc","futkározo","futkároz",2,3,TRUE,"futkároz","FALSE",0.693147180559945,1.09861228866811,7.04490511712937,0.666666666666667,-0.405465108108164,"FALSE","FALSE","TRUE",-0.35174049892194,FALSE
"fütyörészek","fütyörészem","fütyörészik",618,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","fütyörésze","fütyörész",8,23,FALSE,"fütyörész","TRUE",2.07944154167984,3.13549421592915,6.42648845745769,0.347826086956522,-1.05605267424931,"FALSE","FALSE","FALSE",-0.97015715859362,FALSE
"fuvolázok","fuvolázom","fuvolázik",304,4,"VERB<PERS<1>>","VERB","cvcvcvcvc","fuvolázo","fuvoláz",3,5,TRUE,"fuvoláz","FALSE",1.09861228866811,1.6094379124341,5.71702770140622,0.6,-0.510825623765991,"FALSE","FALSE","TRUE",-1.67961791464509,FALSE
